time_step,x,y
8035,520,643
8036,506,658
8037,497,668
8038,480,683
8039,469,695
8040,457,707
8041,440,722
8042,426,738
8043,412,756
8044,400,771
8045,392,789
8046,378,812
8047,365,836
8048,362,849
8049,352,878
8050,341,896
8051,331,916
8052,333,939
8053,323,929
8054,314,914
8055,298,922
8056,303,921
8057,293,934
8058,268,950
8059,259,960
8060,287,953
8061,287,942
8062,283,947
8063,281,950
8064,270,951
8065,276,953
8066,282,948
8067,275,946
8068,276,947
8069,290,945
8070,279,934
8071,277,931
8072,261,911
8073,270,916
8074,272,885
8075,269,883
8076,277,851
8077,276,836
8078,289,813
8079,300,798
8080,314,780
8081,326,765
8082,334,758
8083,346,741
8084,360,727
8085,379,711
8086,397,702
8087,413,691
8088,420,687
8089,445,673
8090,467,661
8091,486,651
8092,506,641
8093,525,633
8094,540,625
8095,562,613
8096,580,603
8097,601,591
8098,624,579
8099,642,567
8100,661,553
8101,682,540
8102,701,525
8103,714,512
8104,731,495
8105,741,483
8106,753,468
8107,763,455
8108,772,438
8109,784,420
8110,791,400
8111,796,389
8112,800,376
8113,804,357
8114,811,339
8115,813,315
8116,816,293
8117,818,277
8118,823,255
8119,829,237
8120,836,217
8121,842,201
8122,851,186
8123,861,169
8124,871,157
8125,883,145
8126,893,140
8127,894,151
8128,899,159
8129,922,165
8130,935,171
8131,957,180
8132,972,184
8133,992,190
8134,1011,200
8135,1033,209
8136,1055,218
8137,1080,228
8138,1097,236
8139,1117,245
8140,1135,252
8141,1152,259
8142,1173,270
8143,1191,279
8144,1210,288
8145,1230,297
8146,1246,304
8147,1269,313
8148,1290,321
8149,1312,328
8150,1332,335
8151,1352,340
8152,1377,347
8153,1399,351
8154,1420,356
8155,1446,358
8156,1471,359
8157,1500,358
8158,1520,359
8159,1539,359
8160,1554,359
8161,1570,358
8162,1589,356
8163,1607,353
8164,1633,352
8165,1636,347
8166,1635,345
8167,1627,335
8168,1627,331
8169,1621,319
8170,1625,308
8171,1624,298
8172,1624,275
8173,1622,256
8174,1618,234
8175,1615,219
8176,1610,198
8177,1603,173
8178,1598,152
8179,1600,137
8180,1593,138
8181,1600,140
8182,1606,150
8183,1600,158
8184,1597,156
8185,1607,145
8186,1607,141
8187,1612,138
8188,1623,130
8189,1638,133
8190,1627,131
8191,1638,137
8192,1642,143
8193,1643,150
8194,1643,161
8195,1647,170
8196,1652,191
8197,1656,204
8198,1661,222
8199,1662,241
8200,1662,268
8201,1660,290
8202,1659,306
8203,1657,324
8204,1661,347
8205,1660,367
8206,1660,388
8207,1659,409
8208,1660,434
8209,1658,457
8210,1656,482
8211,1652,505
8212,1649,527
8213,1643,549
8214,1641,563
8215,1636,584
8216,1631,607
8217,1624,629
8218,1619,644
8219,1610,669
8220,1602,690
8221,1594,710
8222,1585,732
8223,1576,754
8224,1565,774
8225,1555,792
8226,1543,816
8227,1533,836
8228,1522,852
8229,1512,871
8230,1501,889
8231,1487,908
8232,1475,924
8233,1463,929
8234,1459,911
8235,1451,905
8236,1438,895
8237,1427,891
8238,1409,882
8239,1399,878
8240,1383,873
8241,1370,869
8242,1350,859
8243,1333,849
8244,1319,840
8245,1302,821
8246,1287,803
8247,1273,784
8248,1260,766
8249,1249,747
8250,1240,729
8251,1231,709
8252,1224,691
8253,1219,673
8254,1216,656
8255,1212,640
8256,1210,620
8257,1209,603
8258,1209,587
8259,1208,566
8260,1210,546
8261,1212,528
8262,1217,510
8263,1222,491
8264,1226,467
8265,1231,445
8266,1235,424
8267,1240,405
8268,1244,384
8269,1254,359
8270,1259,338
8271,1266,318
8272,1272,304
8273,1278,286
8274,1283,269
8275,1288,251
8276,1289,234
8277,1292,212
8278,1294,192
8279,1295,173
8280,1298,157
8281,1298,151
8282,1302,155
8283,1302,158
8284,1300,161
8285,1305,156
8286,1295,157
8287,1296,152
8288,1284,138
8289,1282,133
8290,1279,135
8291,1273,145
8292,1268,152
8293,1256,155
8294,1243,157
8295,1232,161
8296,1208,163
8297,1191,165
8298,1169,172
8299,1146,180
8300,1122,190
8301,1097,205
8302,1078,217
8303,1058,231
8304,1038,246
8305,1024,256
8306,1002,273
8307,983,287
8308,972,296
8309,949,310
8310,934,322
8311,914,334
8312,894,349
8313,876,364
8314,856,378
8315,841,393
8316,825,409
8317,812,424
8318,795,442
8319,782,456
8320,763,478
8321,751,494
8322,738,512
8323,726,528
8324,709,552
8325,691,577
8326,678,598
8327,662,617
8328,646,632
8329,629,644
8330,614,655
8331,599,666
8332,581,680
8333,564,695
8334,550,709
8335,535,728
8336,524,748
8337,514,762
8338,501,785
8339,492,805
8340,485,822
8341,465,843
8342,447,861
8343,437,873
8344,419,890
8345,420,892
8346,388,914
8347,367,926
8348,362,939
8349,346,946
8350,321,960
8351,319,955
8352,315,957
8353,296,959
8354,276,959
8355,275,950
8356,281,955
8357,273,939
8358,279,930
8359,288,924
8360,297,903
8361,303,883
8362,305,866
8363,319,838
8364,323,816
8365,331,801
8366,341,782
8367,350,763
8368,359,739
8369,370,722
8370,377,708
8371,386,690
8372,398,666
8373,406,650
8374,413,630
8375,416,610
8376,422,593
8377,427,573
8378,433,553
8379,439,532
8380,443,515
8381,448,495
8382,454,475
8383,460,454
8384,465,438
8385,470,420
8386,479,398
8387,486,382
8388,493,363
8389,502,343
8390,510,320
8391,519,304
8392,527,287
8393,534,275
8394,541,261
8395,549,242
8396,556,229
8397,562,215
8398,569,198
8399,578,182
8400,588,167
8401,597,151
8402,598,158
8403,610,168
8404,611,177
8405,624,182
8406,645,184
8407,663,188
8408,681,193
8409,702,199
8410,722,207
8411,740,214
8412,760,222
8413,772,231
8414,791,247
8415,807,258
8416,818,267
8417,836,284
8418,852,305
8419,864,323
8420,879,344
8421,890,366
8422,900,384
8423,913,405
8424,922,421
8425,925,435
8426,914,436
8427,909,430
8428,898,437
8429,878,451
8430,863,457
8431,842,469
8432,826,478
8433,808,481
8434,785,479
8435,762,478
8436,742,475
8437,721,470
8438,698,463
8439,678,455
8440,654,444
8441,635,436
8442,614,428
8443,590,419
8444,573,416
8445,552,414
8446,530,415
8447,510,414
8448,489,417
8449,464,425
8450,444,432
8451,428,435
8452,407,444
8453,398,447
8454,370,459
8455,358,466
8456,336,474
8457,315,483
8458,294,493
8459,292,496
8460,285,501
8461,301,499
8462,297,501
8463,284,506
8464,280,506
8465,286,512
8466,278,524
8467,280,527
8468,276,536
8469,275,548
8470,280,554
8471,277,571
8472,284,584
8473,287,602
8474,288,622
8475,291,643
8476,289,663
8477,294,684
8478,303,703
8479,318,724
8480,336,739
8481,349,759
8482,375,778
8483,399,790
8484,447,797
8485,467,801
8486,490,807
8487,510,813
8488,538,815
8489,564,817
8490,588,816
8491,612,817
8492,633,820
8493,660,818
8494,680,819
8495,692,818
8496,718,819
8497,738,819
8498,755,821
8499,775,823
8500,793,826
8501,807,830
8502,827,836
8503,847,841
8504,871,851
8505,894,857
8506,914,863
8507,934,871
8508,950,878
8509,978,888
8510,994,898
8511,1020,910
8512,1041,919
8513,1061,927
8514,1080,934
8515,1104,943
8516,1125,950
8517,1146,954
8518,1166,959
8519,1183,961
8520,1203,960
8521,1226,958
8522,1244,954
8523,1268,951
8524,1281,940
8525,1295,932
8526,1317,925
8527,1339,917
8528,1360,907
8529,1383,898
8530,1402,889
8531,1420,877
8532,1439,867
8533,1460,855
8534,1475,844
8535,1491,836
8536,1512,825
8537,1531,814
8538,1545,807
8539,1557,800
8540,1574,792
8541,1588,785
8542,1595,780
8543,1609,771
8544,1623,764
8545,1631,757
8546,1635,766
8547,1639,778
8548,1634,778
8549,1625,784
8550,1628,802
8551,1630,809
8552,1634,831
8553,1635,844
8554,1632,865
8555,1630,885
8556,1628,908
8557,1622,926
8558,1618,930
8559,1611,924
8560,1601,917
8561,1597,922
8562,1582,925
8563,1571,928
8564,1550,936
8565,1535,943
8566,1524,944
8567,1505,945
8568,1488,944
8569,1471,942
8570,1453,939
8571,1432,934
8572,1411,929
8573,1392,924
8574,1373,919
8575,1352,913
8576,1332,906
8577,1314,904
8578,1293,899
8579,1277,896
8580,1252,890
8581,1230,885
8582,1206,878
8583,1183,872
8584,1163,864
8585,1145,855
8586,1125,842
8587,1108,829
8588,1093,815
8589,1080,799
8590,1067,781
8591,1054,759
8592,1047,741
8593,1041,717
8594,1038,701
8595,1038,684
8596,1040,667
8597,1049,654
8598,1060,641
8599,1068,628
8600,1084,621
8601,1094,617
8602,1106,608
8603,1118,597
8604,1126,583
8605,1133,569
8606,1137,553
8607,1139,538
8608,1139,520
8609,1137,501
8610,1134,483
8611,1129,465
8612,1121,444
8613,1115,424
8614,1107,405
8615,1100,379
8616,1097,371
8617,1085,352
8618,1076,326
8619,1069,304
8620,1064,285
8621,1056,263
8622,1050,243
8623,1046,227
8624,1038,203
8625,1030,180
8626,1025,166
8627,1023,151
8628,1010,141
8629,1008,151
8630,1000,159
8631,1002,169
8632,995,174
8633,981,177
8634,964,180
8635,948,183
8636,933,186
8637,908,193
8638,890,197
8639,877,200
8640,853,208
8641,837,215
8642,826,220
8643,805,230
8644,780,245
8645,766,253
8646,742,266
8647,722,282
8648,701,298
8649,683,316
8650,672,326
8651,655,343
8652,641,357
8653,626,369
8654,612,383
8655,601,397
8656,587,409
8657,570,426
8658,558,441
8659,544,455
8660,527,476
8661,513,491
8662,499,507
8663,488,526
8664,476,542
8665,466,560
8666,459,579
8667,454,596
8668,448,621
8669,445,640
8670,441,663
8671,437,685
8672,436,709
8673,435,730
8674,436,757
8675,435,776
8676,436,799
8677,436,819
8678,441,839
8679,442,862
8680,436,889
8681,431,906
8682,419,925
8683,411,935
8684,398,944
8685,388,953
8686,373,956
8687,357,959
8688,336,961
8689,324,964
8690,308,964
8691,295,956
8692,288,960
8693,308,956
8694,306,956
8695,295,963
8696,298,960
8697,304,959
8698,302,961
8699,298,963
8700,281,968
8701,292,964
8702,284,961
8703,281,950
8704,286,950
8705,281,934
8706,280,924
8707,279,903
8708,279,887
8709,283,863
8710,295,837
8711,306,820
8712,319,801
8713,327,788
8714,344,771
8715,354,760
8716,378,743
8717,392,725
8718,410,711
8719,428,694
8720,451,676
8721,464,666
8722,478,653
8723,491,642
8724,508,627
8725,522,615
8726,534,602
8727,549,586
8728,565,574
8729,579,559
8730,594,544
8731,610,527
8732,625,511
8733,637,500
8734,656,484
8735,665,472
8736,684,451
8737,694,438
8738,706,423
8739,718,410
8740,728,394
8741,737,378
8742,744,367
8743,751,350
8744,758,332
8745,762,308
8746,765,292
8747,765,272
8748,768,250
8749,770,228
8750,773,210
8751,772,193
8752,776,172
8753,778,160
8754,777,152
8755,783,151
8756,784,159
8757,788,159
8758,797,155
8759,802,149
8760,822,138
8761,829,142
8762,838,143
8763,856,146
8764,875,152
8765,892,158
8766,906,165
8767,923,177
8768,940,189
8769,958,203
8770,973,217
8771,991,236
8772,1003,250
8773,1022,269
8774,1036,286
8775,1052,304
8776,1072,327
8777,1090,341
8778,1108,356
8779,1126,370
8780,1146,387
8781,1165,402
8782,1182,417
8783,1205,433
8784,1214,442
8785,1230,456
8786,1246,471
8787,1259,484
8788,1275,499
8789,1288,512
8790,1302,526
8791,1319,542
8792,1335,559
8793,1352,579
8794,1366,597
8795,1380,618
8796,1393,635
8797,1405,652
8798,1414,668
8799,1424,685
8800,1435,703
8801,1447,723
8802,1459,741
8803,1469,759
8804,1481,780
8805,1488,795
8806,1494,807
8807,1505,825
8808,1516,843
8809,1525,863
8810,1538,884
8811,1551,902
8812,1557,917
8813,1563,929
8814,1556,926
8815,1548,926
8816,1538,919
8817,1527,917
8818,1520,921
8819,1505,926
8820,1485,928
8821,1467,926
8822,1445,922
8823,1429,916
8824,1409,908
8825,1387,899
8826,1368,888
8827,1345,878
8828,1323,865
8829,1301,855
8830,1279,843
8831,1262,836
8832,1242,825
8833,1227,817
8834,1205,806
8835,1186,797
8836,1173,789
8837,1157,781
8838,1140,772
8839,1123,761
8840,1107,751
8841,1094,746
8842,1071,731
8843,1055,721
8844,1038,709
8845,1021,695
8846,1007,684
8847,998,677
8848,985,668
8849,974,658
8850,956,645
8851,927,633
8852,910,626
8853,892,612
8854,875,597
8855,866,587
8856,855,574
8857,841,558
8858,833,548
8859,819,534
8860,809,523
8861,794,508
8862,778,492
8863,762,476
8864,750,465
8865,737,453
8866,722,440
8867,705,426
8868,688,412
8869,671,395
8870,660,382
8871,648,368
8872,635,352
8873,627,338
8874,616,325
8875,606,308
8876,598,296
8877,590,279
8878,580,265
8879,574,251
8880,565,238
8881,555,225
8882,542,210
8883,535,201
8884,519,186
8885,512,175
8886,495,156
8887,495,154
8888,482,156
8889,480,165
8890,470,167
8891,456,174
8892,448,175
8893,431,180
8894,416,185
8895,399,189
8896,380,198
8897,364,205
8898,344,214
8899,323,222
8900,297,231
8901,302,236
8902,296,236
8903,316,239
8904,307,242
8905,312,244
8906,307,245
8907,294,250
8908,287,254
8909,284,251
8910,299,250
8911,292,254
8912,299,257
8913,299,261
8914,291,270
8915,297,275
8916,292,289
8917,288,304
8918,284,318
8919,279,332
8920,273,351
8921,270,362
8922,269,383
8923,267,402
8924,273,415
8925,278,423
8926,281,439
8927,291,466
8928,298,479
8929,307,501
8930,315,521
8931,324,541
8932,335,564
8933,345,584
8934,357,604
8935,368,620
8936,378,641
8937,386,656
8938,401,673
8939,418,694
8940,429,709
8941,444,727
8942,460,744
8943,471,760
8944,487,774
8945,499,788
8946,518,807
8947,531,821
8948,546,836
8949,561,851
8950,579,866
8951,599,880
8952,618,891
8953,636,899
8954,653,907
8955,670,916
8956,685,925
8957,702,933
8958,726,942
8959,744,948
8960,762,952
8961,782,954
8962,797,952
8963,818,944
8964,830,939
8965,841,934
8966,862,916
8967,881,898
8968,900,878
8969,915,864
8970,937,844
8971,956,828
8972,969,819
8973,986,805
8974,1001,790
8975,1015,779
8976,1036,762
8977,1056,750
8978,1080,735
8979,1102,724
8980,1125,709
8981,1144,701
8982,1162,689
8983,1184,674
8984,1200,663
8985,1216,650
8986,1234,635
8987,1249,621
8988,1262,608
8989,1274,595
8990,1286,579
8991,1297,563
8992,1306,548
8993,1318,528
8994,1328,510
8995,1337,495
8996,1348,474
8997,1358,456
8998,1367,443
8999,1379,423
9000,1389,407
9001,1400,387
9002,1407,371
9003,1419,349
9004,1428,333
9005,1434,320
9006,1449,297
9007,1459,277
9008,1466,264
9009,1479,246
9010,1488,234
9011,1498,225
9012,1511,213
9013,1517,207
9014,1527,199
9015,1540,192
9016,1551,185
9017,1567,176
9018,1578,170
9019,1592,163
9020,1611,154
9021,1634,145
9022,1634,142
9023,1632,144
9024,1626,146
9025,1630,138
9026,1630,141
9027,1630,141
9028,1632,143
9029,1638,141
9030,1645,132
9031,1643,146
9032,1652,131
9033,1642,149
9034,1647,144
9035,1651,135
9036,1649,156
9037,1649,151
9038,1643,153
9039,1648,135
9040,1635,149
9041,1630,146
9042,1637,140
9043,1633,137
9044,1629,138
9045,1632,138
9046,1622,139
9047,1628,139
9048,1629,139
9049,1625,141
9050,1637,134
9051,1644,136
9052,1662,110
9053,1655,118
9054,1633,141
9055,1629,147
9056,1641,137
9057,1658,124
9058,1633,138
9059,1629,137
9060,1633,131
9061,1637,129
9062,1636,127
9063,1639,121
9064,1655,112
9065,1638,120
9066,1660,109
9067,1634,122
9068,1627,126
9069,1627,128
9070,1619,135
9071,1630,133
9072,1623,138
9073,1623,139
9074,1620,142
9075,1626,144
9076,1656,127
9077,1653,137
9078,1661,127
9079,1641,139
9080,1660,120
9081,1642,137
9082,1633,141
9083,1643,132
9084,1635,136
9085,1637,138
9086,1645,132
9087,1655,118
9088,1646,122
9089,1640,125
9090,1646,122
9091,1638,130
9092,1640,125
9093,1638,121
9094,1627,133
9095,1638,135
9096,1638,136
9097,1649,140
9098,1652,145
9099,1664,160
9100,1670,165
9101,1680,177
9102,1674,202
9103,1666,222
9104,1657,239
9105,1652,259
9106,1647,278
9107,1643,299
9108,1640,321
9109,1637,343
9110,1632,363
9111,1629,388
9112,1625,413
9113,1621,428
9114,1615,457
9115,1611,482
9116,1606,501
9117,1603,521
9118,1600,544
9119,1596,567
9120,1593,587
9121,1591,609
9122,1590,632
9123,1588,650
9124,1590,671
9125,1591,691
9126,1593,710
9127,1596,729
9128,1603,760
9129,1608,782
9130,1613,801
9131,1619,826
9132,1623,847
9133,1627,872
9134,1634,899
9135,1639,919
9136,1650,932
9137,1648,927
9138,1652,922
9139,1646,908
9140,1643,900
9141,1652,912
9142,1649,925
9143,1652,921
9144,1658,934
9145,1663,930
9146,1665,916
9147,1641,909
9148,1639,926
9149,1641,930
9150,1648,939
9151,1653,936
9152,1656,916
9153,1657,916
9154,1649,926
9155,1650,922
9156,1657,938
9157,1669,930
9158,1668,931
9159,1652,904
9160,1661,925
9161,1659,915
9162,1668,935
9163,1669,932
9164,1669,926
9165,1660,919
9166,1666,919
9167,1672,933
9168,1673,939
9169,1676,943
9170,1657,918
9171,1673,934
9172,1668,934
9173,1662,925
9174,1654,924
9175,1662,929
9176,1655,919
9177,1655,925
9178,1666,929
9179,1669,943
9180,1657,938
9181,1649,933
9182,1648,926
9183,1661,940
9184,1642,933
9185,1651,929
9186,1646,929
9187,1656,930
9188,1643,935
9189,1645,937
9190,1634,935
9191,1632,937
9192,1634,939
9193,1647,941
9194,1663,941
9195,1659,941
9196,1660,942
9197,1661,942
9198,1668,945
9199,1668,940
9200,1643,946
9201,1658,939
9202,1657,935
9203,1660,931
9204,1669,925
9205,1678,906
9206,1683,888
9207,1685,883
9208,1689,867
9209,1688,846
9210,1684,823
9211,1680,806
9212,1678,785
9213,1679,771
9214,1676,743
9215,1671,723
9216,1672,707
9217,1672,687
9218,1671,668
9219,1667,649
9220,1666,629
9221,1662,607
9222,1661,587
9223,1657,570
9224,1653,551
9225,1649,534
9226,1643,515
9227,1635,496
9228,1629,479
9229,1619,456
9230,1612,436
9231,1605,420
9232,1599,402
9233,1587,382
9234,1577,366
9235,1565,352
9236,1551,333
9237,1539,317
9238,1519,296
9239,1502,280
9240,1485,267
9241,1469,258
9242,1452,251
9243,1431,245
9244,1413,242
9245,1394,241
9246,1376,241
9247,1357,242
9248,1341,245
9249,1322,251
9250,1301,260
9251,1281,268
9252,1263,277
9253,1246,286
9254,1229,296
9255,1211,306
9256,1193,317
9257,1172,327
9258,1152,336
9259,1135,345
9260,1112,354
9261,1097,359
9262,1075,365
9263,1061,369
9264,1044,372
9265,1027,376
9266,997,381
9267,981,386
9268,970,391
9269,954,395
9270,935,402
9271,908,411
9272,886,419
9273,869,424
9274,847,428
9275,830,431
9276,801,434
9277,791,434
9278,765,438
9279,746,441
9280,731,443
9281,710,447
9282,692,451
9283,673,455
9284,651,462
9285,631,468
9286,611,474
9287,593,481
9288,572,491
9289,550,501
9290,531,507
9291,512,516
9292,492,526
9293,480,534
9294,465,547
9295,452,566
9296,443,585
9297,434,601
9298,424,624
9299,415,644
9300,408,667
9301,404,688
9302,403,707
9303,401,731
9304,401,751
9305,403,769
9306,403,786
9307,401,802
9308,409,820
9309,409,849
9310,401,878
9311,405,889
9312,399,909
9313,392,929
9314,383,935
9315,381,935
9316,378,912
9317,360,915
9318,355,912
9319,341,907
9320,329,901
9321,317,896
9322,305,884
9323,292,877
9324,276,862
9325,287,863
9326,290,855
9327,291,847
9328,291,838
9329,291,830
9330,290,823
9331,285,806
9332,287,792
9333,281,773
9334,277,759
9335,272,740
9336,265,720
9337,260,698
9338,258,678
9339,258,657
9340,257,640
9341,253,620
9342,252,600
9343,253,573
9344,256,557
9345,260,534
9346,268,504
9347,274,478
9348,282,456
9349,289,434
9350,298,416
9351,308,390
9352,316,375
9353,328,355
9354,339,342
9355,358,318
9356,374,299
9357,388,280
9358,404,262
9359,420,245
9360,432,229
9361,446,212
9362,458,193
9363,467,182
9364,479,165
9365,486,155
9366,493,160
9367,498,165
9368,506,169
9369,514,168
9370,526,160
9371,538,151
9372,545,149
9373,554,155
9374,565,161
9375,576,166
9376,593,164
9377,602,163
9378,621,162
9379,643,156
9380,664,154
9381,681,151
9382,699,148
9383,720,143
9384,742,138
9385,758,137
9386,779,136
9387,792,138
9388,810,141
9389,828,143
9390,843,146
9391,862,151
9392,882,155
9393,898,157
9394,918,160
9395,940,160
9396,959,162
9397,981,162
9398,998,162
9399,1016,162
9400,1035,163
9401,1057,153
9402,1081,149
9403,1101,146
9404,1123,146
9405,1145,155
9406,1167,164
9407,1187,171
9408,1206,181
9409,1230,185
9410,1249,191
9411,1265,199
9412,1283,210
9413,1300,223
9414,1316,236
9415,1332,253
9416,1342,264
9417,1351,278
9418,1360,296
9419,1370,315
9420,1379,330
9421,1389,353
9422,1395,375
9423,1400,394
9424,1406,416
9425,1412,438
9426,1418,460
9427,1425,485
9428,1432,508
9429,1437,528
9430,1442,551
9431,1448,574
9432,1453,594
9433,1458,614
9434,1465,638
9435,1469,660
9436,1474,683
9437,1480,704
9438,1482,727
9439,1485,751
9440,1485,774
9441,1485,794
9442,1483,816
9443,1481,834
9444,1481,854
9445,1484,876
9446,1491,904
9447,1494,919
9448,1499,934
9449,1494,929
9450,1487,935
9451,1482,930
9452,1475,929
9453,1481,923
9454,1475,916
9455,1474,924
9456,1468,934
9457,1458,930
9458,1451,918
9459,1441,913
9460,1434,909
9461,1420,903
9462,1405,900
9463,1389,897
9464,1373,892
9465,1351,884
9466,1333,876
9467,1314,868
9468,1292,861
9469,1270,850
9470,1249,840
9471,1227,828
9472,1207,817
9473,1188,805
9474,1173,792
9475,1153,778
9476,1138,766
9477,1123,753
9478,1108,741
9479,1098,728
9480,1083,712
9481,1065,694
9482,1055,681
9483,1037,673
9484,1042,680
9485,1040,685
9486,1038,687
9487,1030,682
9488,1032,681
9489,1020,679
9490,1016,694
9491,1006,701
9492,1001,707
9493,992,712
9494,981,715
9495,969,715
9496,959,713
9497,936,712
9498,922,711
9499,908,709
9500,889,708
9501,865,707
9502,851,708
9503,834,704
9504,811,702
9505,786,700
9506,764,700
9507,740,701
9508,713,703
9509,690,702
9510,672,704
9511,650,706
9512,638,705
9513,609,711
9514,586,720
9515,566,731
9516,543,744
9517,522,763
9518,510,772
9519,488,792
9520,469,807
9521,455,823
9522,444,831
9523,425,845
9524,402,864
9525,389,876
9526,376,886
9527,355,905
9528,345,911
9529,338,932
9530,330,932
9531,282,958
9532,278,944
9533,284,942
9534,277,946
9535,284,946
9536,278,958
9537,275,947
9538,278,942
9539,278,945
9540,284,950
9541,280,948
9542,282,948
9543,267,959
9544,282,951
9545,279,958
9546,276,956
9547,288,953
9548,282,951
9549,291,953
9550,281,951
9551,277,948
9552,270,932
9553,275,903
9554,278,892
9555,284,876
9556,296,862
9557,322,842
9558,331,833
9559,356,816
9560,375,805
9561,390,800
9562,417,781
9563,434,771
9564,449,765
9565,475,750
9566,484,748
9567,516,731
9568,538,720
9569,548,718
9570,576,703
9571,604,687
9572,618,680
9573,644,671
9574,661,664
9575,683,654
9576,695,650
9577,715,643
9578,735,634
9579,751,624
9580,766,617
9581,782,610
9582,802,603
9583,823,593
9584,836,588
9585,853,584
9586,867,576
9587,868,568
9588,860,558
9589,859,552
9590,858,537
9591,856,521
9592,854,512
9593,849,490
9594,843,470
9595,840,454
9596,831,429
9597,825,410
9598,816,390
9599,808,366
9600,801,345
9601,795,327
9602,788,304
9603,786,289
9604,785,276
9605,785,256
9606,787,239
9607,791,224
9608,795,210
9609,801,195
9610,808,180
9611,814,167
9612,822,153
9613,834,149
9614,839,156
9615,841,160
9616,850,165
9617,865,167
9618,879,168
9619,894,171
9620,913,178
9621,933,184
9622,953,191
9623,974,200
9624,996,209
9625,1016,218
9626,1039,225
9627,1062,236
9628,1086,244
9629,1108,252
9630,1133,261
9631,1153,270
9632,1182,280
9633,1206,288
9634,1227,295
9635,1249,304
9636,1273,312
9637,1293,319
9638,1311,328
9639,1337,338
9640,1354,347
9641,1377,357
9642,1396,365
9643,1419,375
9644,1433,384
9645,1449,395
9646,1470,407
9647,1489,418
9648,1506,428
9649,1525,439
9650,1545,451
9651,1562,463
9652,1582,476
9653,1594,485
9654,1610,495
9655,1623,508
9656,1629,522
9657,1623,528
9658,1612,535
9659,1605,543
9660,1602,554
9661,1596,569
9662,1591,586
9663,1587,610
9664,1583,635
9665,1576,656
9666,1568,679
9667,1561,696
9668,1553,717
9669,1547,738
9670,1540,755
9671,1528,778
9672,1515,799
9673,1506,818
9674,1495,837
9675,1482,857
9676,1469,874
9677,1458,890
9678,1444,907
9679,1431,919
9680,1422,919
9681,1411,910
9682,1401,900
9683,1391,896
9684,1379,893
9685,1366,895
9686,1348,897
9687,1331,900
9688,1315,903
9689,1296,905
9690,1274,908
9691,1256,909
9692,1238,911
9693,1216,914
9694,1194,915
9695,1177,918
9696,1154,924
9697,1125,932
9698,1105,937
9699,1088,940
9700,1073,943
9701,1049,947
9702,1034,952
9703,1013,953
9704,998,954
9705,978,957
9706,958,957
9707,936,958
9708,914,959
9709,895,960
9710,874,961
9711,852,960
9712,834,960
9713,808,958
9714,786,951
9715,758,943
9716,732,929
9717,719,923
9718,701,913
9719,689,907
9720,663,890
9721,645,880
9722,628,874
9723,604,863
9724,577,852
9725,557,842
9726,535,833
9727,518,826
9728,502,817
9729,485,807
9730,468,799
9731,446,784
9732,432,771
9733,410,756
9734,393,744
9735,369,728
9736,356,718
9737,339,701
9738,318,686
9739,309,674
9740,288,661
9741,296,659
9742,299,657
9743,309,659
9744,311,665
9745,312,670
9746,315,671
9747,315,676
9748,307,682
9749,299,691
9750,288,700
9751,274,715
9752,271,718
9753,269,723
9754,276,733
9755,283,754
9756,284,765
9757,286,781
9758,290,800
9759,293,819
9760,298,843
9761,299,856
9762,308,879
9763,322,902
9764,336,919
9765,359,948
9766,375,957
9767,403,965
9768,419,964
9769,437,956
9770,458,943
9771,474,937
9772,487,929
9773,499,926
9774,521,915
9775,542,897
9776,559,887
9777,582,872
9778,604,856
9779,624,842
9780,645,829
9781,657,824
9782,675,809
9783,691,798
9784,704,787
9785,718,775
9786,734,759
9787,746,742
9788,756,730
9789,768,712
9790,776,702
9791,779,683
9792,780,668
9793,779,652
9794,777,629
9795,771,614
9796,769,592
9797,764,573
9798,762,549
9799,755,526
9800,750,511
9801,744,491
9802,742,475
9803,736,455
9804,730,440
9805,724,420
9806,717,402
9807,709,384
9808,703,372
9809,696,355
9810,687,337
9811,678,321
9812,670,304
9813,660,284
9814,652,272
9815,644,259
9816,631,239
9817,622,223
9818,612,210
9819,598,191
9820,584,175
9821,567,156
9822,571,150
9823,543,147
9824,528,151
9825,527,152
9826,517,155
9827,509,154
9828,494,157
9829,476,164
9830,453,174
9831,434,178
9832,414,187
9833,396,192
9834,371,195
9835,354,202
9836,332,210
9837,308,221
9838,292,227
9839,283,237
9840,287,243
9841,297,249
9842,300,261
9843,305,270
9844,310,281
9845,312,295
9846,314,315
9847,317,330
9848,324,347
9849,338,375
9850,346,398
9851,351,415
9852,359,440
9853,368,467
9854,374,484
9855,379,507
9856,387,533
9857,394,560
9858,400,586
9859,406,608
9860,412,636
9861,417,658
9862,422,677
9863,427,699
9864,433,720
9865,435,738
9866,443,762
9867,448,783
9868,454,804
9869,461,822
9870,469,843
9871,476,863
9872,481,876
9873,496,897
9874,508,915
9875,519,929
9876,539,941
9877,543,930
9878,552,926
9879,566,914
9880,578,906
9881,595,890
9882,611,878
9883,629,862
9884,641,849
9885,650,835
9886,664,806
9887,670,790
9888,677,779
9889,682,761
9890,684,729
9891,689,711
9892,692,685
9893,693,663
9894,691,640
9895,689,615
9896,688,592
9897,685,567
9898,682,548
9899,679,527
9900,677,510
9901,670,487
9902,668,467
9903,666,446
9904,668,419
9905,667,404
9906,671,382
9907,672,371
9908,682,348
9909,691,333
9910,702,313
9911,714,294
9912,725,279
9913,740,261
