time_step,x,y
18906,479,802
18907,464,793
18908,445,784
18909,433,779
18910,413,771
18911,394,762
18912,373,753
18913,354,743
18914,335,735
18915,326,731
18916,311,724
18917,294,715
18918,284,708
18919,286,707
18920,290,702
18921,300,695
18922,297,691
18923,298,682
18924,296,669
18925,293,653
18926,290,646
18927,280,627
18928,278,615
18929,272,605
18930,266,587
18931,262,571
18932,260,561
18933,260,540
18934,260,520
18935,259,495
18936,258,481
18937,259,461
18938,260,444
18939,262,422
18940,263,406
18941,266,384
18942,268,363
18943,271,342
18944,275,317
18945,277,299
18946,279,282
18947,285,260
18948,291,237
18949,300,212
18950,309,193
18951,315,175
18952,322,160
18953,330,166
18954,336,168
18955,343,170
18956,355,161
18957,367,152
18958,374,146
18959,381,150
18960,390,153
18961,409,151
18962,434,153
18963,446,154
18964,463,153
18965,480,154
18966,495,159
18967,514,160
18968,534,167
18969,555,169
18970,578,170
18971,597,171
18972,616,173
18973,634,175
18974,657,172
18975,675,173
18976,699,169
18977,722,165
18978,738,164
18979,758,161
18980,778,160
18981,799,159
18982,818,159
18983,832,158
18984,849,156
18985,870,158
18986,890,163
18987,912,168
18988,936,173
18989,958,180
18990,981,189
18991,1000,197
18992,1024,203
18993,1044,208
18994,1065,213
18995,1087,218
18996,1109,220
18997,1132,224
18998,1161,228
18999,1188,232
19000,1216,237
19001,1237,244
19002,1259,251
19003,1279,257
19004,1298,263
19005,1317,271
19006,1338,277
19007,1357,283
19008,1372,287
19009,1389,290
19010,1406,291
19011,1432,286
19012,1450,283
19013,1470,278
19014,1483,275
19015,1503,266
19016,1515,261
19017,1535,249
19018,1553,238
19019,1569,226
19020,1580,219
19021,1596,205
19022,1612,188
19023,1624,178
19024,1635,165
19025,1647,154
19026,1662,142
19027,1656,148
19028,1654,138
19029,1655,150
19030,1654,132
19031,1648,126
19032,1641,128
19033,1634,129
19034,1624,130
19035,1614,123
19036,1603,122
19037,1587,124
19038,1578,132
19039,1570,137
19040,1563,141
19041,1548,147
19042,1538,155
19043,1524,168
19044,1511,183
19045,1500,198
19046,1490,211
19047,1484,224
19048,1475,242
19049,1467,259
19050,1458,276
19051,1452,294
19052,1443,314
19053,1435,332
19054,1426,356
19055,1416,377
19056,1409,392
19057,1404,410
19058,1391,433
19059,1381,450
19060,1369,471
19061,1358,491
19062,1348,510
19063,1338,533
19064,1327,556
19065,1318,577
19066,1309,597
19067,1300,616
19068,1294,633
19069,1288,649
19070,1283,667
19071,1277,685
19072,1273,707
19073,1270,726
19074,1268,747
19075,1267,767
19076,1267,788
19077,1267,808
19078,1269,830
19079,1272,853
19080,1274,876
19081,1276,896
19082,1277,919
19083,1281,925
19084,1278,918
19085,1278,902
19086,1282,903
19087,1282,910
19088,1281,914
19089,1288,923
19090,1290,927
19091,1293,939
19092,1299,936
19093,1300,928
19094,1310,934
19095,1321,938
19096,1332,940
19097,1348,941
19098,1356,933
19099,1365,932
19100,1381,934
19101,1402,936
19102,1420,936
19103,1439,936
19104,1459,935
19105,1479,934
19106,1497,933
19107,1515,931
19108,1534,929
19109,1551,929
19110,1566,928
19111,1581,928
19112,1598,929
19113,1616,929
19114,1624,927
19115,1630,934
19116,1624,934
19117,1640,924
19118,1633,925
19119,1632,923
19120,1637,920
19121,1649,910
19122,1651,908
19123,1663,882
19124,1653,875
19125,1644,864
19126,1636,851
19127,1628,840
19128,1621,829
19129,1610,814
19130,1601,803
19131,1590,791
19132,1570,777
19133,1551,762
19134,1535,752
19135,1511,740
19136,1488,730
19137,1469,722
19138,1451,714
19139,1427,706
19140,1408,699
19141,1386,695
19142,1364,690
19143,1342,686
19144,1317,683
19145,1292,681
19146,1274,683
19147,1252,683
19148,1231,684
19149,1210,685
19150,1188,691
19151,1168,696
19152,1148,703
19153,1126,709
19154,1104,717
19155,1082,724
19156,1069,730
19157,1056,737
19158,1036,745
19159,1022,751
19160,1005,760
19161,991,765
19162,974,772
19163,962,776
19164,948,780
19165,930,785
19166,917,788
19167,894,794
19168,865,802
19169,843,807
19170,822,812
19171,800,818
19172,772,825
19173,749,827
19174,727,828
19175,704,830
19176,684,833
19177,660,836
19178,646,839
19179,624,838
19180,596,838
19181,575,836
19182,549,838
19183,531,835
19184,511,834
19185,494,834
19186,476,832
19187,455,831
19188,443,833
19189,420,833
19190,399,833
19191,379,832
19192,362,827
19193,346,826
19194,327,823
19195,310,820
19196,293,817
19197,290,817
19198,299,815
19199,303,813
19200,299,814
19201,311,812
19202,303,804
19203,298,798
19204,292,794
19205,284,788
19206,271,774
19207,276,763
19208,285,753
19209,289,732
19210,297,714
19211,295,702
19212,302,676
19213,307,658
19214,315,642
19215,322,623
19216,331,602
19217,344,580
19218,353,562
19219,365,540
19220,376,519
19221,390,496
19222,399,476
19223,410,457
19224,420,432
19225,431,413
19226,439,395
19227,447,379
19228,458,363
19229,465,338
19230,470,318
19231,475,292
19232,480,265
19233,476,249
19234,464,227
19235,461,204
19236,456,187
19237,449,169
19238,441,150
19239,449,138
19240,440,135
19241,432,136
19242,425,135
19243,418,134
19244,403,135
19245,393,135
19246,382,135
19247,366,136
19248,347,142
19249,330,147
19250,310,154
19251,292,164
19252,282,171
19253,271,187
19254,274,194
19255,276,197
19256,276,209
19257,278,226
19258,287,246
19259,302,269
19260,314,290
19261,325,306
19262,348,330
19263,361,347
19264,378,367
19265,392,382
19266,404,394
19267,423,410
19268,437,422
19269,456,439
19270,479,458
19271,496,477
19272,514,495
19273,527,506
19274,544,524
19275,561,544
19276,574,561
19277,590,579
19278,604,597
19279,613,612
19280,627,638
19281,636,660
19282,642,674
19283,652,696
19284,663,719
19285,673,734
19286,681,750
19287,693,768
19288,708,792
19289,718,809
19290,728,823
19291,737,839
19292,749,856
19293,764,870
19294,780,886
19295,797,899
19296,820,917
19297,829,924
19298,850,938
19299,867,947
19300,886,955
19301,886,954
19302,897,952
19303,912,937
19304,928,927
19305,946,915
19306,961,902
19307,977,892
19308,1000,872
19309,1019,853
19310,1035,838
19311,1049,823
19312,1065,802
19313,1080,784
19314,1095,763
19315,1111,737
19316,1123,719
19317,1136,696
19318,1147,677
19319,1161,655
19320,1172,639
19321,1184,619
19322,1194,600
19323,1204,584
19324,1214,568
19325,1225,553
19326,1236,539
19327,1245,523
19328,1253,507
19329,1264,488
19330,1274,470
19331,1282,454
19332,1292,435
19333,1300,419
19334,1307,402
19335,1313,387
19336,1319,371
19337,1324,350
19338,1327,332
19339,1332,319
19340,1334,306
19341,1335,289
19342,1338,275
19343,1342,261
19344,1344,246
19345,1345,228
19346,1345,206
19347,1345,186
19348,1345,175
19349,1343,155
19350,1340,141
19351,1331,133
19352,1325,142
19353,1319,150
19354,1319,155
19355,1308,162
19356,1295,164
19357,1279,167
19358,1259,175
19359,1243,183
19360,1227,194
19361,1212,210
19362,1199,226
19363,1186,249
19364,1176,272
19365,1170,291
19366,1165,313
19367,1161,330
19368,1158,354
19369,1156,376
19370,1156,397
19371,1157,419
19372,1155,442
19373,1155,459
19374,1155,479
19375,1156,497
19376,1156,523
19377,1156,547
19378,1158,567
19379,1159,585
19380,1161,608
19381,1165,630
19382,1170,645
19383,1179,669
19384,1187,690
19385,1198,711
19386,1210,735
19387,1225,757
19388,1239,781
19389,1253,800
19390,1264,816
19391,1279,836
19392,1293,854
19393,1306,871
19394,1326,892
19395,1342,908
19396,1356,919
19397,1374,935
19398,1389,942
19399,1404,945
19400,1413,947
19401,1436,951
19402,1457,950
19403,1473,952
19404,1491,950
19405,1508,950
19406,1527,948
19407,1537,946
19408,1555,944
19409,1579,942
19410,1591,936
19411,1610,934
19412,1627,931
19413,1641,926
19414,1648,928
19415,1642,928
19416,1634,930
19417,1640,924
19418,1643,923
19419,1645,921
19420,1648,913
19421,1654,907
19422,1664,893
19423,1664,875
19424,1661,863
19425,1655,848
19426,1651,836
19427,1641,820
19428,1630,802
19429,1624,792
19430,1611,777
19431,1602,768
19432,1587,757
19433,1569,747
19434,1550,739
19435,1535,734
19436,1517,730
19437,1498,724
19438,1474,719
19439,1459,715
19440,1432,709
19441,1414,706
19442,1392,701
19443,1370,698
19444,1350,696
19445,1328,696
19446,1310,696
19447,1286,698
19448,1264,700
19449,1246,702
19450,1226,706
19451,1207,711
19452,1188,716
19453,1168,722
19454,1152,728
19455,1135,733
19456,1115,740
19457,1098,747
19458,1081,755
19459,1060,764
19460,1039,774
19461,1024,781
19462,1008,790
19463,998,795
19464,975,806
19465,962,814
19466,949,824
19467,936,832
19468,919,840
19469,898,852
19470,886,861
19471,876,866
19472,858,878
19473,841,890
19474,827,899
19475,810,914
19476,787,929
19477,773,937
19478,747,948
19479,733,947
19480,724,950
19481,699,954
19482,677,951
19483,667,952
19484,647,945
19485,624,933
19486,613,925
19487,582,910
19488,559,896
19489,542,885
19490,521,876
19491,506,872
19492,492,868
19493,469,862
19494,455,857
19495,439,848
19496,420,836
19497,398,822
19498,383,812
19499,369,803
19500,357,792
19501,350,784
19502,335,768
19503,323,753
19504,309,734
19505,299,717
19506,292,705
19507,278,680
19508,270,665
19509,264,648
19510,259,627
19511,254,607
19512,250,582
19513,251,567
19514,253,550
19515,257,534
19516,264,513
19517,271,499
19518,283,474
19519,290,459
19520,303,437
19521,317,420
19522,335,396
19523,348,382
19524,369,359
19525,381,344
19526,397,329
19527,415,309
19528,429,295
19529,441,279
19530,455,263
19531,464,249
19532,478,233
19533,487,215
19534,497,199
19535,505,183
19536,515,167
19537,523,155
19538,531,151
19539,539,159
19540,544,171
19541,562,171
19542,575,170
19543,595,173
19544,611,175
19545,629,178
19546,648,181
19547,665,184
19548,686,190
19549,707,195
19550,725,202
19551,741,207
19552,760,214
19553,774,220
19554,799,231
19555,816,239
19556,831,246
19557,854,258
19558,872,267
19559,888,276
19560,907,284
19561,929,294
19562,950,300
19563,973,307
19564,1000,312
19565,1021,316
19566,1048,318
19567,1076,320
19568,1099,323
19569,1123,323
19570,1149,323
19571,1170,325
19572,1187,327
19573,1206,329
19574,1227,331
19575,1247,334
19576,1269,341
19577,1290,350
19578,1313,361
19579,1332,371
19580,1354,384
19581,1371,397
19582,1384,409
19583,1408,421
19584,1424,432
19585,1441,443
19586,1458,453
19587,1475,463
19588,1492,475
19589,1512,486
19590,1529,497
19591,1550,510
19592,1567,521
19593,1585,533
19594,1595,542
19595,1606,551
19596,1622,565
19597,1617,579
19598,1615,596
19599,1613,607
19600,1609,623
19601,1604,640
19602,1601,661
19603,1595,687
19604,1593,703
19605,1589,727
19606,1581,751
19607,1574,769
19608,1561,789
19609,1550,805
19610,1536,820
19611,1518,835
19612,1502,844
19613,1484,853
19614,1466,859
19615,1447,863
19616,1426,865
19617,1406,867
19618,1387,865
19619,1368,861
19620,1351,858
19621,1332,853
19622,1316,848
19623,1298,843
19624,1282,839
19625,1270,836
19626,1251,832
19627,1235,827
19628,1216,822
19629,1196,815
19630,1182,811
19631,1164,806
19632,1146,801
19633,1121,794
19634,1111,794
19635,1089,789
19636,1065,783
19637,1044,780
19638,1022,775
19639,1001,774
19640,979,769
19641,948,772
19642,924,776
19643,898,782
19644,876,786
19645,854,793
19646,835,794
19647,805,801
19648,782,813
19649,764,823
19650,749,835
19651,728,857
19652,719,869
19653,711,888
19654,706,904
19655,702,913
19656,697,915
19657,689,913
19658,690,917
19659,683,909
19660,685,922
19661,685,935
19662,689,939
19663,694,935
19664,700,923
19665,710,917
19666,725,918
19667,738,912
19668,749,906
19669,767,893
19670,783,879
19671,796,865
19672,813,851
19673,823,841
19674,837,828
19675,853,811
19676,869,790
19677,882,778
19678,894,761
19679,899,754
19680,914,737
19681,929,718
19682,945,703
19683,958,687
19684,970,673
19685,971,676
19686,976,681
19687,982,683
19688,995,679
19689,1010,674
19690,1027,669
19691,1043,663
19692,1059,656
19693,1076,648
19694,1091,642
19695,1110,635
19696,1131,625
19697,1152,614
19698,1170,603
19699,1191,592
19700,1212,580
19701,1232,567
19702,1252,552
19703,1269,539
19704,1288,522
19705,1309,503
19706,1327,486
19707,1345,467
19708,1359,451
19709,1373,435
19710,1388,418
19711,1399,403
19712,1411,387
19713,1420,374
19714,1431,355
19715,1440,337
19716,1448,322
19717,1458,298
19718,1467,279
19719,1473,265
19720,1481,240
19721,1483,224
19722,1491,205
19723,1498,182
19724,1505,161
19725,1510,147
19726,1514,132
19727,1521,134
19728,1524,148
19729,1526,141
19730,1526,150
19731,1550,139
19732,1552,141
19733,1569,138
19734,1587,130
19735,1598,127
19736,1624,123
19737,1631,124
19738,1640,135
19739,1634,136
19740,1632,140
19741,1635,143
19742,1650,161
19743,1655,181
19744,1642,197
19745,1634,209
19746,1627,220
19747,1621,233
19748,1611,248
19749,1601,263
19750,1588,280
19751,1573,300
19752,1563,311
19753,1546,328
19754,1530,341
19755,1509,358
19756,1489,373
19757,1466,387
19758,1445,399
19759,1422,410
19760,1403,419
19761,1383,426
19762,1361,433
19763,1340,437
19764,1319,439
19765,1303,443
19766,1280,445
19767,1257,445
19768,1237,443
19769,1221,441
19770,1202,437
19771,1182,428
19772,1165,420
19773,1149,411
19774,1130,400
19775,1109,383
19776,1095,371
19777,1083,363
19778,1067,346
19779,1054,333
19780,1041,317
19781,1026,303
19782,1013,291
19783,998,278
19784,987,265
19785,974,258
19786,958,248
19787,946,238
19788,931,230
19789,913,220
19790,894,211
19791,873,206
19792,852,197
19793,837,193
19794,815,185
19795,795,179
19796,772,174
19797,756,170
19798,734,166
19799,721,164
19800,696,163
19801,675,165
19802,656,167
19803,636,169
19804,616,174
19805,594,180
19806,577,184
19807,557,192
19808,530,200
19809,508,207
19810,490,213
19811,472,219
19812,453,221
19813,437,228
19814,415,238
19815,404,241
19816,385,251
19817,369,256
19818,356,261
19819,342,266
19820,328,273
19821,306,290
19822,290,305
19823,279,318
19824,268,337
19825,264,355
19826,265,362
19827,264,378
19828,262,394
19829,258,404
19830,261,425
19831,262,448
19832,269,472
19833,277,495
19834,286,516
19835,298,538
19836,311,565
19837,321,586
19838,332,605
19839,344,627
19840,351,645
19841,358,662
19842,366,680
19843,372,696
19844,380,711
19845,393,728
19846,409,748
19847,420,764
19848,440,785
19849,455,802
19850,474,823
19851,487,838
19852,499,852
19853,517,870
19854,529,884
19855,545,901
19856,560,920
19857,572,930
19858,578,939
19859,581,930
19860,587,929
19861,594,933
19862,602,938
19863,607,935
19864,613,936
19865,620,942
19866,630,946
19867,645,950
19868,658,950
19869,670,949
19870,683,952
19871,699,955
19872,714,961
19873,733,964
19874,759,965
19875,782,966
19876,800,965
19877,822,965
19878,842,963
19879,860,961
19880,878,961
19881,901,960
19882,923,958
19883,943,956
19884,967,955
19885,989,951
19886,1011,950
19887,1037,946
19888,1060,942
19889,1084,937
19890,1100,934
19891,1124,927
19892,1144,916
19893,1158,912
19894,1177,899
19895,1196,887
19896,1215,877
19897,1232,869
19898,1246,860
19899,1263,848
19900,1277,841
19901,1293,831
19902,1311,822
19903,1328,813
19904,1344,804
19905,1358,795
19906,1369,788
19907,1387,777
19908,1404,762
19909,1416,750
19910,1427,736
19911,1439,719
19912,1447,707
19913,1456,690
19914,1464,672
19915,1473,650
19916,1480,636
19917,1488,618
19918,1496,599
19919,1503,583
19920,1508,568
19921,1516,549
19922,1521,533
19923,1528,517
19924,1537,499
19925,1542,484
19926,1551,466
19927,1560,450
19928,1567,441
19929,1575,424
19930,1581,407
19931,1589,390
19932,1596,373
19933,1605,354
19934,1613,331
19935,1620,310
19936,1627,293
19937,1630,273
19938,1632,253
19939,1635,233
19940,1637,212
19941,1636,190
19942,1635,167
19943,1635,147
19944,1631,146
19945,1637,154
19946,1654,156
19947,1650,144
19948,1635,146
19949,1624,139
19950,1614,132
19951,1609,133
19952,1599,147
19953,1585,153
19954,1573,161
19955,1564,165
19956,1550,168
19957,1530,174
19958,1517,178
19959,1501,184
19960,1479,194
19961,1458,205
19962,1442,215
19963,1425,223
19964,1406,235
19965,1389,247
19966,1375,259
19967,1359,274
19968,1345,286
19969,1330,301
19970,1315,317
19971,1301,333
19972,1288,350
19973,1274,367
19974,1263,384
19975,1251,405
19976,1241,420
19977,1230,440
19978,1220,458
19979,1210,478
19980,1201,495
19981,1192,512
19982,1184,527
19983,1177,548
19984,1173,563
19985,1166,582
19986,1157,602
19987,1152,625
19988,1148,643
19989,1147,674
19990,1146,698
19991,1147,722
19992,1147,743
19993,1152,766
19994,1155,788
19995,1159,806
19996,1166,833
19997,1167,854
19998,1167,866
19999,1172,885
20000,1174,904
20001,1172,920
20002,1169,933
20003,1165,929
20004,1159,932
20005,1155,924
20006,1148,930
20007,1140,936
20008,1129,931
20009,1121,932
20010,1112,935
20011,1093,939
20012,1073,939
20013,1058,942
20014,1045,943
20015,1031,941
20016,1011,937
20017,998,935
20018,981,932
20019,970,930
20020,945,930
20021,918,929
20022,908,930
20023,883,933
20024,860,939
20025,844,939
20026,819,944
20027,791,950
20028,766,953
20029,749,948
20030,724,947
20031,711,943
20032,692,943
20033,677,939
20034,652,930
20035,638,924
20036,625,922
20037,599,909
20038,581,898
20039,561,883
20040,547,872
20041,533,860
20042,513,845
20043,506,834
20044,491,815
20045,481,799
20046,470,780
20047,460,761
20048,451,744
20049,445,734
20050,438,719
20051,429,700
20052,421,682
20053,410,661
20054,397,642
20055,386,626
20056,376,611
20057,358,592
20058,345,578
20059,334,565
20060,323,550
20061,314,538
20062,297,515
20063,292,506
20064,284,490
20065,275,472
20066,280,463
20067,289,451
20068,296,430
20069,296,415
20070,301,396
20071,304,378
20072,309,359
20073,313,339
20074,317,324
20075,323,303
20076,329,285
20077,337,265
20078,345,244
20079,355,223
20080,362,203
20081,370,184
20082,377,165
20083,386,157
20084,389,168
20085,399,172
20086,407,180
20087,417,185
20088,433,184
20089,454,187
20090,473,188
20091,487,187
20092,505,193
20093,521,199
20094,535,207
20095,549,216
20096,561,225
20097,579,237
20098,596,251
20099,612,268
20100,626,280
20101,640,293
20102,654,310
20103,670,330
20104,688,346
20105,705,364
20106,721,380
20107,738,395
20108,756,413
20109,773,430
20110,796,453
20111,813,470
20112,827,485
20113,842,500
20114,850,509
20115,861,522
20116,867,547
20117,862,556
20118,857,566
20119,855,574
20120,851,587
20121,848,600
20122,844,615
20123,841,634
20124,837,654
20125,829,676
20126,826,700
20127,823,722
20128,822,746
20129,823,765
20130,822,786
20131,820,804
20132,822,827
20133,821,842
20134,823,864
20135,822,882
20136,821,901
20137,819,917
20138,820,918
20139,820,911
20140,816,918
20141,816,919
20142,813,925
20143,815,924
20144,814,919
20145,819,932
20146,827,940
20147,832,937
20148,836,925
20149,840,919
20150,859,914
20151,879,910
20152,899,899
20153,913,890
20154,925,883
20155,940,878
20156,959,867
20157,980,852
20158,993,846
20159,1009,835
20160,1024,824
20161,1043,807
20162,1061,790
20163,1081,773
20164,1099,759
20165,1116,741
20166,1130,727
20167,1144,709
20168,1157,689
20169,1166,670
20170,1177,648
20171,1185,629
20172,1194,606
20173,1201,585
20174,1207,567
20175,1214,547
20176,1219,536
20177,1220,518
20178,1222,504
20179,1222,487
20180,1226,469
20181,1227,449
20182,1227,426
20183,1226,406
20184,1224,384
20185,1222,364
20186,1220,344
20187,1215,328
20188,1208,309
20189,1202,289
20190,1194,274
20191,1187,258
20192,1179,239
20193,1167,222
20194,1159,205
20195,1147,190
20196,1135,173
20197,1122,160
20198,1105,144
20199,1088,138
20200,1086,148
20201,1081,157
20202,1077,168
20203,1065,174
20204,1047,180
20205,1036,187
20206,1018,196
20207,1000,202
20208,984,209
20209,965,220
20210,949,228
20211,932,240
20212,913,251
20213,900,262
20214,889,268
20215,871,282
20216,853,296
20217,837,304
20218,824,309
20219,804,317
20220,785,323
20221,765,327
20222,747,332
20223,726,340
20224,709,345
20225,692,351
20226,670,359
20227,653,365
20228,634,371
20229,611,376
20230,591,381
20231,570,387
20232,547,396
20233,530,399
20234,513,405
20235,494,408
20236,474,413
20237,457,417
20238,441,420
20239,424,424
20240,410,429
20241,396,432
20242,374,438
20243,361,443
20244,346,445
20245,323,450
20246,307,456
20247,290,458
20248,281,466
20249,289,456
20250,283,447
20251,281,442
20252,284,434
20253,278,421
20254,276,416
20255,272,404
20256,265,384
20257,259,371
20258,257,349
20259,255,326
20260,257,311
20261,258,299
20262,261,279
20263,263,262
20264,268,245
20265,272,225
20266,278,204
20267,283,185
20268,290,169
20269,293,160
20270,299,160
20271,302,169
20272,308,178
20273,314,184
20274,327,183
20275,338,184
20276,353,182
20277,375,178
20278,386,174
20279,411,167
20280,436,170
20281,451,171
20282,476,173
20283,493,173
20284,516,176
20285,534,179
20286,554,181
20287,572,182
20288,590,183
20289,608,182
20290,630,181
20291,647,180
20292,669,177
20293,687,175
20294,712,170
20295,732,167
20296,748,165
20297,768,159
20298,785,156
20299,804,150
20300,826,145
20301,838,150
20302,851,156
20303,863,158
20304,878,160
20305,896,159
20306,916,161
20307,939,161
20308,960,162
20309,981,164
20310,1001,165
20311,1020,168
20312,1039,171
20313,1063,175
20314,1080,177
20315,1108,183
20316,1130,187
20317,1155,195
20318,1182,205
20319,1206,216
20320,1229,230
20321,1251,246
20322,1268,259
20323,1285,276
20324,1300,295
20325,1313,314
20326,1321,335
20327,1326,356
20328,1329,379
20329,1332,400
20330,1335,423
20331,1338,441
20332,1340,458
20333,1338,478
20334,1337,501
20335,1338,523
20336,1339,545
20337,1343,567
20338,1345,585
20339,1351,607
20340,1361,630
20341,1372,653
20342,1380,672
20343,1389,693
20344,1396,710
20345,1404,729
20346,1409,748
20347,1417,769
20348,1426,788
20349,1433,809
20350,1437,830
20351,1441,852
20352,1449,873
20353,1455,897
20354,1457,918
20355,1457,929
20356,1452,935
20357,1440,931
20358,1431,923
20359,1422,928
20360,1412,934
20361,1401,943
20362,1387,946
20363,1371,946
20364,1362,941
20365,1350,933
20366,1335,924
20367,1319,914
20368,1300,904
20369,1280,895
20370,1262,884
20371,1240,876
20372,1216,868
20373,1194,861
20374,1172,855
20375,1151,850
20376,1131,848
20377,1106,847
20378,1088,847
20379,1060,848
20380,1041,848
20381,1022,851
20382,1001,854
20383,980,857
20384,958,859
20385,941,862
20386,922,863
20387,904,865
20388,887,868
20389,867,869
20390,846,876
20391,830,880
20392,813,886
20393,803,890
20394,778,904
20395,757,916
20396,746,919
20397,731,924
20398,712,932
20399,694,933
20400,679,940
20401,660,945
20402,640,950
20403,606,950
20404,595,946
20405,576,945
20406,547,944
20407,527,941
20408,509,935
20409,492,934
20410,468,927
20411,445,917
20412,423,911
20413,399,900
20414,376,892
20415,355,887
20416,339,882
20417,323,879
20418,303,873
20419,291,867
20420,298,872
20421,304,869
20422,304,869
20423,317,868
20424,309,866
20425,310,862
20426,297,858
20427,291,849
20428,288,848
20429,277,842
20430,275,839
20431,267,839
20432,273,834
20433,299,832
20434,290,822
20435,292,819
20436,296,811
20437,290,792
20438,286,780
20439,282,762
20440,281,742
20441,281,726
20442,279,699
20443,278,679
20444,279,663
20445,279,641
20446,285,613
20447,292,592
20448,298,573
20449,306,555
20450,315,536
20451,328,518
20452,343,498
20453,357,482
20454,372,465
20455,387,449
20456,401,435
20457,413,421
20458,427,406
20459,443,386
20460,455,370
20461,467,355
20462,476,341
20463,485,321
20464,489,303
20465,494,284
20466,497,268
20467,498,249
20468,499,228
20469,498,216
20470,498,199
20471,495,180
20472,493,161
20473,482,145
20474,491,158
20475,479,155
20476,479,154
20477,469,152
20478,455,149
20479,447,147
20480,430,143
20481,418,141
20482,396,137
20483,381,136
20484,361,133
20485,341,133
20486,321,132
20487,299,132
20488,289,129
20489,285,121
20490,309,116
20491,283,120
20492,281,133
20493,273,144
20494,278,139
20495,282,144
20496,280,149
20497,278,156
20498,277,163
20499,273,172
20500,277,174
20501,273,184
20502,275,191
20503,275,197
20504,274,213
20505,276,226
20506,277,235
20507,275,250
20508,273,273
20509,267,290
20510,270,323
20511,272,346
20512,273,362
20513,276,387
20514,278,409
20515,283,429
20516,294,460
20517,300,474
20518,315,499
20519,336,533
20520,344,551
20521,359,573
20522,373,591
20523,385,609
20524,402,629
20525,416,648
20526,433,666
20527,451,687
20528,462,703
20529,477,721
20530,488,738
20531,507,757
20532,518,774
20533,533,789
20534,544,804
20535,560,820
20536,577,838
20537,589,853
20538,598,864
20539,616,880
20540,637,893
20541,649,902
20542,668,912
20543,683,920
20544,702,930
20545,725,941
20546,744,947
20547,766,955
20548,786,959
20549,806,963
20550,820,962
20551,835,961
20552,852,959
20553,871,955
20554,891,954
20555,914,951
20556,929,949
20557,944,947
20558,963,948
20559,986,952
20560,1005,954
20561,1030,956
20562,1046,957
20563,1070,959
20564,1097,959
20565,1120,956
20566,1142,954
20567,1167,954
20568,1189,953
20569,1212,952
20570,1233,951
20571,1260,953
20572,1279,953
20573,1303,954
20574,1325,956
20575,1351,957
20576,1378,958
20577,1404,959
20578,1427,959
20579,1452,958
20580,1477,959
20581,1495,959
20582,1514,958
20583,1528,959
20584,1546,958
20585,1567,954
20586,1582,946
20587,1594,941
20588,1608,936
20589,1624,926
20590,1637,916
20591,1651,902
20592,1664,889
20593,1669,872
20594,1658,857
20595,1647,848
20596,1636,841
20597,1624,831
20598,1615,819
20599,1605,811
20600,1593,798
20601,1584,787
20602,1567,772
20603,1554,762
20604,1537,754
20605,1521,745
20606,1502,732
20607,1483,720
20608,1466,710
20609,1446,700
20610,1423,691
20611,1407,683
20612,1382,672
20613,1362,665
20614,1340,656
20615,1322,649
20616,1301,642
20617,1283,636
20618,1259,629
20619,1235,622
20620,1214,615
20621,1192,606
20622,1178,604
20623,1161,599
20624,1151,594
20625,1130,585
20626,1128,577
20627,1132,577
20628,1129,568
20629,1127,559
20630,1123,546
20631,1119,530
20632,1118,510
20633,1118,497
20634,1114,478
20635,1115,454
20636,1118,434
20637,1120,412
20638,1127,391
20639,1131,373
20640,1137,358
20641,1143,341
20642,1150,320
20643,1155,305
20644,1159,288
20645,1162,274
20646,1165,260
20647,1164,243
20648,1163,222
20649,1161,205
20650,1158,189
20651,1155,175
20652,1151,161
20653,1142,144
20654,1124,135
20655,1118,144
20656,1117,149
20657,1105,158
20658,1094,165
20659,1076,174
20660,1062,183
20661,1047,192
20662,1030,201
20663,1016,211
20664,1001,220
20665,986,230
20666,965,245
20667,952,256
20668,933,269
20669,921,280
20670,902,289
20671,886,298
20672,866,311
20673,848,321
20674,827,331
20675,807,338
20676,789,344
20677,773,352
20678,749,359
20679,734,363
20680,712,369
20681,687,374
20682,665,378
20683,650,382
20684,628,384
20685,611,386
20686,594,385
20687,578,386
20688,548,388
20689,531,390
20690,508,394
20691,486,396
20692,457,398
20693,441,398
20694,423,400
20695,401,402
20696,387,401
20697,359,401
20698,342,399
20699,321,400
20700,301,401
20701,301,398
20702,293,399
20703,294,409
20704,293,412
20705,307,415
20706,315,426
20707,320,429
20708,325,449
20709,328,465
20710,330,484
20711,343,512
20712,354,536
20713,367,556
20714,377,573
20715,392,593
20716,409,610
20717,426,627
20718,445,645
20719,458,659
20720,478,680
20721,496,697
20722,510,712
20723,526,730
20724,544,749
20725,552,761
20726,563,775
20727,575,789
20728,587,803
20729,600,820
20730,611,830
20731,634,846
20732,648,857
20733,666,865
20734,684,874
20735,702,882
20736,720,889
20737,735,897
20738,758,903
20739,782,911
20740,808,915
20741,829,920
20742,845,925
20743,869,927
20744,889,929
20745,909,932
20746,938,932
20747,957,934
20748,973,936
20749,995,936
20750,1018,939
20751,1036,941
20752,1059,946
20753,1083,950
20754,1103,951
20755,1121,953
20756,1140,953
20757,1160,953
20758,1177,953
20759,1197,950
20760,1217,947
20761,1240,943
20762,1260,940
20763,1280,934
20764,1299,929
20765,1323,919
20766,1344,910
20767,1370,896
20768,1390,885
20769,1409,874
20770,1427,863
20771,1445,851
20772,1461,840
20773,1478,829
20774,1495,817
20775,1511,807
20776,1526,798
20777,1543,786
